product_id,name,main_category,sub_category,ratings,no_of_ratings,price (USD),cost (USD)
bx-9353MP,Speedo Female Two-Piece Full Body Suit For Women (Size:,women's clothing,Clothing,4.1,16,38.0,7.1
bx-9355TP,FUNDAY FASHION Women's Self-Design Hooded Jacket,women's clothing,Clothing,4.1,254,18.0,6.1
bx-9374ZJ,Krishna Exclusive Choice Trending Metal Bracelet Analog Watch - for Women(BLACK3) 1,accessories,Watches,,,24.0,4.3
bx-937DFV,"Camel Acrylic Color Box - 20ml Tubes, 12 Shades","tv, audio & cameras",All Electronics,4.6,"4,297",7.0,1.9
bx-937G8L,NEUTRON Designer Analog Black and Brown Color Dial Women Watch - GW12-GM334 (Pack of 2),accessories,Watches,,,12.0,1.3
bx-939TEV,GoSriKi Women Kurta with Pant,women's clothing,Clothing,3.8,194,31.0,3.3
bx-939WMW,Coach Womens 35 mm Audrey Mother of Pearl Dial Stainless Steel Analog Watch - CO14503827W,accessories,Watches,,,282.0,111.2
bx-93B47Z,Priya Fashion Women's Chiffon Spaghetti Straps Knee-Length Beach Wear Dresses Sarong High Waist Cover up Swimsuit Wrap Dress,women's clothing,Clothing,4.2,121,13.0,10.2
bx-93DRRO,Walrus® Blue Dial Analog Date Function Leather Strap Wrist Watch for Women - WWTW-MAY-II-030203D,accessories,Watches,Get,Only 1 left in stock.,24.0,13.1
bx-93DXVB,FUR JADEN Sling Cross Body Travel Office Business Messenger one Side Shoulder Bag Unisex,accessories,Bags & Luggage,4.0,407,12.0,7.2
bx-93EN54,Kuber Industries Dot Printed Multiuses Hand Bag: Tote Bag: Travel Toiletry Bag For Women/Girls (Black)-45KM017,accessories,Bags & Luggage,3.8,13,4.0,1.0
bx-93FMT4,Isle Locada by Hidesign Women Tote (Off-White),accessories,Bags & Luggage,3.6,40,78.0,0.3
bx-93FVM6,D1 Milano Analog Brown Dial Women's Watch-UTBL15,accessories,Watches,Get,Only 1 left in stock.,408.0,190.7
bx-93GHZI,"Gyronax Speed 6 Nylon Wooden Cock Shuttlecock, White (Pack of 6)",sports & fitness,Badminton,,,6.0,3.0
bx-93HA3Q,Aatman Premium Cotton Lower Pajama Lounge Pants for Women | Combo - Pack of 2 | Free Size - 28 to 36 Inches Elasticated Waist,women's clothing,Clothing,3.3,45,24.0,17.6
bx-93IJSZ,Nanci Women Rayon Kurta,women's clothing,Clothing,5.0,1,23.0,3.6
bx-93JW59,SHENGKE Analogue Women's White Dial Watch - 11K901903SK (Mauve Strap),accessories,Watches,5.0,1,65.0,2.7
bx-93L71F,Urali® Women's Printed 100% Cotton Kaftan,women's clothing,Clothing,,,24.0,15.8
bx-93LXDX,"Autofit Memory Foam Car Neck Rest Pillow (Large, Beige)",accessories,Bags & Luggage,4.5,6,24.0,12.7
bx-93PCJL,Kalt Men's Full Sleeves Zipper Fleece Striped Hoodie(Navy::White::Red),sports & fitness,Yoga,4.2,21,20.0,10.1
bx-93PZCN,Amayra Men's Cotton Printed Straight Kurta (Blue),women's clothing,Clothing,3.5,758,24.0,1.0
bx-93Q6QB,"ZEBRONICS Zeb-Sound Bomb 5 TWS V5.0 Bluetooth Truly Wireless in Ear Earbuds with Up to 22H Backup, Flash Connect, Splash P...","tv, audio & cameras",All Electronics,3.5,"3,177",48.0,5.7
bx-93Q76Z,"Osaka­® 10"" (25.4 cm) Professional LED Ring Light with Tripod Stand for Mobile Phones & Camera, 3 Color Temperature Mode D...","tv, audio & cameras",All Electronics,4.3,"7,102",90.0,69.4
bx-93QGP4,Indirage BTS Crop Hoodie for Women,sports & fitness,Yoga,,,24.0,1.2
bx-93RMU1,"Sunny's Toiletry Bag for Men, Water-Resistant Shaving Bag for Toiletries Accessories, Foldable Storage Bags with 3 Separat...",accessories,Bags & Luggage,3.5,7,5.0,1.8
bx-93S1FF,ishin Women's Cotton A-Line Embroidered Kurta suit set With Dupatta & Sharara Kpldsrd-19008,women's clothing,Clothing,3.6,17,23.0,18.5
bx-93S9PJ,Moonlight Enterprise Combo of Black Dial Watch and Rosegold Diamond Studded Bracelet Analog Watch - for Women,accessories,Watches,Get,Only 1 left in stock.,12.0,1.4
bx-93SL9S,hynix HMT351S6BFR8C 4GB DDR3 PC3-10600 1333MHz Non-ECC Unbuffered CL9 1.5V Dual Rank,"tv, audio & cameras",All Electronics,4.2,784,19.0,8.4
bx-93TMLQ,GRIPP® Bolt Executive Business Laptop & Tablet Bag Water Repellent Nylon For Men With Shoulder Strap And Top Carry Handle ...,accessories,Bags & Luggage,5.0,3,33.0,26.0
bx-93U09K,SIRIL Women's Cotton Printed Unstitiched Dress Material,women's clothing,Clothing,3.6,462,29.0,7.1
bx-93UUV2,"Samsung T7 500GB Up to 1,050MB/s USB 3.2 Gen 2 (10Gbps, Type-C) External Solid State Drive (Portable SSD) Grey(MU-PC500T)","tv, audio & cameras",All Electronics,4.6,"20,808",156.0,135.5
bx-93VFAK,TIMENTER Quartz Analog White Color Dial Girls Watch - GM243-GW39 (Pack of 2),accessories,Watches,,,15.0,3.7
bx-93W6FK,Miss Chase Women's Blue Skinny Fit High Rise Clean Look Regular Length Stretchable Denim Jeans,women's clothing,Clothing,3.7,160,24.0,14.3
bx-93YME0,ENDEAVOUR Branded Quartz Movement Sky Blue Diamond Studded Bracelet Type Wrist Watch for Girls and Women,accessories,Watches,3.0,11,10.0,7.4
bx-93ZDH4,The Hope Womens Cotton Kurti Pant And Dupatta Set,women's clothing,Clothing,3.5,13,24.0,1.2
bx-9404GJ,Mikado Red Verbena Analog Watch and Bracelet for Girls and Women,accessories,Watches,,,24.0,3.1
bx-940J6D,Lavie Women's Tonal Hailon Large Tote Bag | Ladies Purse Handbag,accessories,Bags & Luggage,5.0,1,64.0,18.9
bx-941OS8,GUESS Analog Rose Gold Dial Women's Watch-W1156L3,accessories,Watches,4.6,146,198.0,161.8
bx-941X9A,Maxima Analog Rose Gold Dial Women's Watch-52782LMLR,accessories,Watches,5.0,1,16.0,10.4
bx-941ZUD,"L.B.RAMANI Luxury Iconic Motion Black Analog Watch for Women (Rose Gold, 32mm)",accessories,Watches,Get,Only 2 left in stock.,96.0,62.4
bx-942KHA,KeepCart Winter for Women Warm Leggings Stretchable Thick Fur Lined Fleece Winter Thermal Soft Legging Tights Stocking,women's clothing,Clothing,4.8,23,10.0,7.7
bx-942ODZ,Michael Kors Maci Analog White Dial Women's Watch-MK3969,accessories,Watches,4.7,14,204.0,177.2
bx-944WWL,Just Cavalli Analog Champagne Dial Women's Watch-JC1L061M0055,accessories,Watches,1.0,1,167.0,45.2
bx-9451CC,Femezone Women's Handblock Printed Cotton Kurti Pant & Dupatta Set(Embroidery Yolk Multi),women's clothing,Clothing,3.4,37,32.0,4.1
bx-945AZH,TOKEZO Multi-Functional Set of 6 Travel Packing Pouches Underwear/Make Up Organizer Bag Packing Cubes Travel Organizer Bag...,accessories,Bags & Luggage,3.4,3,8.0,3.7
bx-945DM0,"(Renewed) OnePlus 5T (Midnight Black, 6GB RAM, 64GB Storage)","tv, audio & cameras",All Electronics,3.1,615,420.0,145.3
bx-946J53,"Caprese Merry Zipper Closure Faux Leather Womens Casual Pouch(Pink, Medium)",accessories,Bags & Luggage,,,46.0,3.9
bx-946M1H,"KHODAL VILLA 2 Pcs, Plastic Trunk Hair Band, Barrettes for Thin or Thick Hair, Alligator Clips for Girls and Women - Black...",women's clothing,Clothing,3.6,6,2.0,0.5
bx-9480DS,GNEXIN Nylon Garment Bag Travel & Storage Bag Lingerie-Bra-Pouch (Multi Color),accessories,Bags & Luggage,3.4,216,8.0,0.1
bx-949I2N,VERO AMORE Women's Black winter wear full sleeve solid parka Jacket-2072A,women's clothing,Clothing,3.8,41,46.0,26.2
bx-949QJY,United Colors of Benetton Women's Sling Bag (Pink),accessories,Bags & Luggage,4.1,13,44.0,7.7
bx-94A46H,Nightdoll Soft & Smooth Satin Solid Nightwear Night Suit/Night Shirt Sleeveless Top & Shorts Set for Women,women's clothing,Clothing,4.0,112,12.0,5.7
bx-94B3L0,NIMRA FASHION Women's Spandex Briefs (Pack of 1) (NF-PN-5882-White_White_L),women's clothing,Clothing,3.2,11,7.0,4.4
bx-94BR8X,Amazon Brand - Eden & Ivy Women Shorts,women's clothing,Clothing,4.3,217,14.0,6.8
bx-94CE1I,"HP 150 Wired Keyboard, Quick, Comfy and Ergonomically Design, 12Fn Shortcut Keys, Plug and Play USB Connection and LED Ind...","tv, audio & cameras",All Electronics,4.3,95,14.0,6.5
bx-94CHJ5,"Tronica TR-1501 Deep Bass Home Theater with Subwoofer 2.1 Channel with 55W Premium Signature Sound, Multiple Connectivity ...","tv, audio & cameras",All Electronics,3.4,170,72.0,39.4
bx-94CL2J,MVMT Boulevard Analog White Dial Women's Watch-D-MB01-SMA,accessories,Watches,5.0,1,179.0,49.6
bx-94CPKG,Fiesto Fashion Women's Latest & Stylish PU Leather Handbags Set of 4,accessories,Bags & Luggage,3.7,38,36.0,2.2
bx-94FFPU,Shoppy Villa Women Solid Silk Cotton Dupatta Regular Checks Chunni's,women's clothing,Clothing,3.1,20,6.0,0.7
bx-94FTG7,"LA CRUISE Analog Unisex Watch (Black Dial, Black Colored Silicone Strap) (LC-522-PM)",accessories,Watches,,,48.0,6.8
bx-94FUCQ,Caprese RIYA women's Satchel (NAVY),accessories,Bags & Luggage,,,72.0,58.7
bx-94G0M2,"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus","tv, audio & cameras",All Electronics,4.1,"22,813",216.0,14.7
bx-94G671,ASTRID Canvas Sling Bag With Drawstring Closure,accessories,Bags & Luggage,,,34.0,26.2
bx-94GM5D,4 Feet - Bungee Cords with 2 Hooks (Pack of 2) - Multicolor (Size No.5) - Heavy Duty Luggage Strap - Bungees Rope for Bike...,accessories,Bags & Luggage,2.0,1,6.0,2.0
bx-94H9JL,"Vanya Handicraft Collection LONGING TO BUY Baby Bag for Mother, Mother Bag, Diaper Bag for Girls and Boys (Baby Pink)(Pack...",accessories,Bags & Luggage,4.3,136,22.0,2.3
bx-94HCPP,"SANR Spring Collars Locks, Barbell Spring Collar Clip Pack of 4 Pcs, Steel Spring Locks (28MM Bars) - Pack of 4 Pcs",sports & fitness,Fitness Accessories,,,7.0,4.9
bx-94IBRN,Gemini 3132QM01,accessories,Watches,,,36.0,0.4
bx-94IYPD,Glossia Fashion High Waist Jeans for Women Ankle Length |Mom Fit Jeans Slim Stretchable Denim,women's clothing,Clothing,3.6,27,18.0,7.9
bx-94JEYH,Buyent ganesh ji key chain key ring key chains for sctooy for girls key chains for almira keychain for bike keychain for h...,accessories,Bags & Luggage,5.0,1,8.0,4.3
bx-94JQAB,A3DG Baby Groot Apple Watch Holder Charging Station (Brown with Green Shades) Watch Decor| Watch Organizer| Gift Item| Wat...,accessories,Watches,,,10.0,0.3
bx-94LCNZ,Lasafiya Women's Western Fit Printed Palazzo Pant for Women & Girls (Free Size) (26 to 40),women's clothing,Clothing,3.6,30,12.0,7.5
bx-94LIHR,ANNI DESIGNER Women's Cotton Blend Straight Printed Kurta with Pant & Dupatta (Karan Pink-Jan01),women's clothing,Clothing,4.2,36,31.0,18.1
bx-94LN6U,Clovia Women's Cotton Non-Padded Non-Wired Bra,women's clothing,Clothing,3.8,6,4.0,0.8
bx-94M3LJ,One O One - Xhale Collection Double Compartment Badminton/Tennis Kitbag,sports & fitness,Badminton,3.9,51,18.0,6.5
bx-94N9TX,rangita Women Bandhej Printed Georgette Saree With Blouse Piece - Pink,women's clothing,Clothing,5.0,1,17.0,11.0
bx-94NCXH,Girls Silicon Cute Baby unicorn Cross body Sling Bag Silicon Strap Pouch Girls Mini Coin and Earphone Case Cosmetic Bag ca...,accessories,Bags & Luggage,,,12.0,9.8
bx-94OSHK,Kate Spade Analog Multi-Colour Dial Women's Watch-KSW1531,accessories,Watches,4.4,2,317.0,215.0
bx-94PE6W,Fossil Analog White Dial Women's Watch-ES4699,accessories,Watches,4.6,393,96.0,57.4
bx-94R1ZQ,DN Deals Women Stylish Handbag for office and casual Use,accessories,Bags & Luggage,2.8,115,18.0,5.9
bx-94SAQ7,SXV 'Litle Dinosaurs’ Printed Cool Aesthetic Sweatshirt Hoodie,sports & fitness,Yoga,3.4,8,24.0,11.3
bx-94SNPE,Puma Women Shorts,sports & fitness,Yoga,4.6,48,18.0,11.4
bx-94TPAK,"AirCase 15.6 Inch Premium Vegan Leather Laptop Messenger Bag, Multiutility pockets, for Men and Women, Black",accessories,Bags & Luggage,4.0,526,30.0,21.3
bx-94UCAL,ANNI DESIGNER Women's Georgette Blend Printed Saree With Blouse Piece (MAHA-BLUE_Blue_Free Size),women's clothing,Clothing,3.6,7,31.0,0.9
bx-94VL8F,"Genie Littlehearts Backpack for Women - 2 compartments, School Bags for Girls, Stylish and Trendy College Backpacks for Gi...",accessories,Bags & Luggage,4.7,65,28.0,11.1
bx-94WD3F,ADRO Men's Cotton Hooded Neck,,,,,,0.0
bx-94XD8H,WOMEN MARKS WOMEN'S SLING BAG (BLACK),accessories,Bags & Luggage,5.0,1,14.0,9.8
bx-94XK0W,Passport Holder travel Organizer Pouch 10 Years Warranty and protective zipper closure in Grey comes with multiple pockets...,accessories,Bags & Luggage,,,16.0,2.7
bx-94YB4O,Shree Bhavani Enterprise Analog Women Watch,accessories,Watches,3.1,3,12.0,9.2
bx-95100N,BIBA Women Stole,women's clothing,Clothing,2.4,6,8.0,4.8
bx-951Y19,CEDO Clear Case for iPhone 13 | Soft Flexible Full Protection Shock Proof TPU Back Cover for iPhone 13 (Transparent),"tv, audio & cameras",All Electronics,3.9,92,12.0,9.0
bx-952WJA,Bollyclues Women's Net Embroidered Semi-Stitched Lehenga Choli,women's clothing,Clothing,3.4,464,36.0,8.9
bx-953I9L,"JUNEBERRY Women Sweatshirt with Hoodies, Fleece Material Full Sleeves Jumper Women Winter Wear, Hooded Neck Regular Fit Lo...",women's clothing,Clothing,4.0,"2,955",24.0,1.1
bx-954DKX,Pilot Epaulets - 3 Stripe (Gold),accessories,Bags & Luggage,4.5,2,8.0,3.5
bx-9555XZ,Skudgear Faux Leather Women Wallet(Wine),accessories,Bags & Luggage,4.2,"1,108",24.0,10.8
bx-9561I9,MASTRENA Analog (Dial Color Rose Gold Women Watch),accessories,Watches,,,16.0,8.3
bx-956SWF,"MIRCHI FASHION Women's Plain Weave Kota Doria Checks Woven Colorblock Printed Saree with Blouse Piece (37622-Light Grey, G...",women's clothing,Clothing,,,36.0,16.7
bx-956XDD,"ZEBRONICS Zeb-Vita Plus Mini 16 w Soundbar Supporting LED Display, USB, SD Card, AUX, FM, TWS & Call Function (Black)","tv, audio & cameras",All Electronics,3.9,"3,914",21.0,2.1
bx-956Z36,Fastrack Womens Tropical Waters NS Beige Dial Analogue Watch - 68010SM08,accessories,Watches,5.0,1,19.0,2.9
bx-9573K3,DUPATTA BAZAAR Women's Baby Pink Cotton Chanderi Dupatta with Sequins Weaving,women's clothing,Clothing,3.0,5,18.0,10.7
bx-957BEZ,"United Colors of Benetton 19L Grey/ Teal Laptop Backpack, Standard",accessories,Bags & Luggage,2.0,4,37.0,9.8
bx-958OA6,NEUTRON Quartz Analog Silver and Black Color Dial Women Watch - GX12-(72-L-10) (Pack of 2),accessories,Watches,,,7.0,2.3
bx-958V7G,Badminton Racquet Ideal for Beginners and Intermediate Level Players,sports & fitness,Badminton,3.1,2,6.0,1.1
bx-95BEH7,Mochi Synthetic Shoulder Bags For Womens,accessories,Bags & Luggage,,,30.0,24.2
bx-95CI62,LEBENSZEIT Diamond Studded Rose Gold Red Leather Strap Watch for Women Analog Watch,accessories,Watches,3.0,6,7.0,2.6
bx-95D0HS,Spigen Tough Armor Magfit Back Cover Case Compatible with MagSafe Designed for iPhone 14 Pro Max (TPU + Poly Carbonate | D...,"tv, audio & cameras",All Electronics,4.6,"1,362",48.0,3.0
bx-95D1Q2,Dynotrek Azon 14-15.6 Inch Laptop Briefcase Hand Bag with Internal Accessories Organizer Compartment Waterproof Slab Canva...,accessories,Bags & Luggage,3.8,243,23.0,1.8
bx-95DOL8,Michael Kors Pyper Analog White Dial Women's Watch-MK2804,accessories,Watches,4.3,86,162.0,65.7
bx-95DSRZ,Shocknshop Analouge White Dial Wrist Watch for Womens and Girls (White Dial Skin Colored Strap) MT342,accessories,Watches,,,11.0,3.3
bx-95F91X,Jesani Women's Mono Net Embroidered Semi Stitch Gown(JC-Chain_Semi Stitch),women's clothing,Clothing,2.9,22,23.0,12.0
bx-95FDLH,Glitzi Speedmaster Analog Men's Watch Stainless Steel Dial Blue Quartz Colored Strap (LED-Watch-129),accessories,Watches,,,8.0,5.3
bx-95FI91,"Ankit Traders Traditional Vintage Embroidered Potli Purse for Women with Zipper, Potli Bags (Set of 6) Multi colour (L X ...",accessories,Bags & Luggage,4.0,137,12.0,3.6
bx-95G9XV,"MY PARTY SUPPLIERS Princess Glowing Digital Watch for Kids, Birthday Return Gift,Light Up Digital Watch - Gift for Girls/L...",accessories,Watches,,,10.0,7.9
bx-95HSX0,ProArch Medium 28L Large Black Fashion Anti-theft Purse for Women Travel Vintage PU Leather Shoulder Backpack,accessories,Bags & Luggage,,,82.0,36.8
bx-95IPUG,"Belkin Quick Charge Magnetic Wireless Power Bank 5000mAh with Stand, Sleek Design for All iPhone 14, 13 and 12 Models, Com...","tv, audio & cameras",All Electronics,4.0,390,108.0,92.3
bx-95K5HF,Pikkme Tempered Glass Screen Protector for Samsung Galaxy F23 5G Edge to Edge Coverage with Easy Installation kit,"tv, audio & cameras",All Electronics,4.1,40,12.0,6.5
bx-95L357,Missfox Rose Gold Watches for Women Hand Watch for Girls Analogue Fashion Female Magnet Girls Watch,accessories,Watches,3.8,18,18.0,5.0
bx-95L3GK,The DDS Store Waterproof Dog Boots Shoes Silicone Dog Shoes Dog Rain Boots Non-Slip Pet Rain Shoes Pet Boots for Dogs Cats...,pet supplies,Dog supplies,3.5,3,11.0,5.2
bx-95L6QO,"Newba Women's Sexy Bra Panty,Bikni Lingerie Set Beachwear, ||Hot & Sexy for Honeymoon/First Night/Anniversary |for Women/L...",women's clothing,Clothing,4.2,9,7.0,5.9
bx-95N24Z,TIMENTER Collection Analog Black Color Dial Women Watch - GCPL15-G463 (Pack of 2),accessories,Watches,,,12.0,6.0
bx-95O95Y,KLEIO PU Quilted Round Coin/Cash Purse Wallet For Women/Girls (HO2003KL-RB)(ROYAL BLUE),accessories,Bags & Luggage,4.0,2,12.0,4.0
bx-95OPK0,"dr.com Smart UPS Mini Size 8000mAh Battery 6 Hours uninterrupted Power Backup for Router, Home Camera, LED Lights, Smartph...","tv, audio & cameras",All Electronics,4.1,"3,074",30.0,14.7
bx-95OR9Z,Sony Bravia 126 cm (50 inches) 4K Ultra HD Smart LED Google TV KD-50X74K (Black),"tv, audio & cameras",All Electronics,4.7,8,1031.0,351.0
bx-95PH6Q,Sojitra enterprise Women's Silk Semi Stitched Lehenga Choli (Haldi Yellow_Yellow_Free Size),women's clothing,Clothing,4.0,25,18.0,5.9
bx-95PXEF,WildHorn® Leather 8.5 inch Sling Messenger Bag for Men I Multipurpose Crossbody Bag I Travel Bag with Adjustable Strap I D...,accessories,Bags & Luggage,4.1,696,60.0,6.6
bx-95QDRM,EIRSON ENTERPRISES Cotton Women's Long Wrap Around Skirt Jaipuri Printed (Free Size),women's clothing,Clothing,3.9,34,12.0,1.0
bx-95QS6X,Van Heusen Women's Regular Pants,women's clothing,Clothing,4.0,1,23.0,14.8
bx-95RB5V,VERO MODA Women's Regular Fit T-Shirt (222093802-Minion Yellow_Minion M),women's clothing,Clothing,4.3,5,10.0,8.3
bx-95RFNA,SKVM 7 in 1 Nylon Travel Laundry Cosmetics Makeup Bags Organizer Packing Cubes with Shoe Bag (Light Blue),accessories,Bags & Luggage,4.4,6,18.0,10.1
bx-95SNUC,"Encanto Skipping ropes, skipping rope for men women boys girls, gym, workout weight loss_SHANR30",sports & fitness,Fitness Accessories,,,6.0,0.1
bx-95T7Q4,"MASQ By Q-One 4 Layer, Reusable, with Ear Adjusters, Anti-Bacterial (BFE>99%) Embroidered Cotton Cloth Face Mask Combo for...",accessories,Bags & Luggage,4.4,678,5.0,3.2
bx-95TKKR,Daniel Jubile Watch Analog Stainless Steel Strap with White Dial Casual Women's Watch,accessories,Watches,,,16.0,11.5
bx-95U1TG,Sontronix cotton 2 Cms Duffle Bag(Parent-05_orange red),accessories,Bags & Luggage,4.2,776,16.0,4.4
bx-95U7XD,NEUTRON Exclusive Analog White and Silver Color Dial Women Watch - GM502-GM212 (Pack of 2),accessories,Watches,,,12.0,1.3
bx-95UY1J,MI Micro USB 100cm Braided Cable Black Micro USB/Type B|Tangle Free |Sturdy Built with Kevlar Protection|480Mbps Speed|Sup...,"tv, audio & cameras",All Electronics,4.3,"2,631",4.0,2.5
bx-95VEQ1,Skybags 22 ltrs (16 Cms) backpack(BPFLE22EBTH_Blith),accessories,Bags & Luggage,4.4,15,24.0,1.0
bx-95X2UM,BIGOWL Hearts | Valentine's Day Fashion Watches for Girls,accessories,Watches,3.9,8,12.0,6.9
bx-95YOKO,TheGiftKart Ultra Clear Back Cover Case for Samsung Galaxy S23 Ultra 5G | Slim & Protective Design | Inbuilt Dust Plugs & ...,"tv, audio & cameras",All Electronics,4.5,18,12.0,6.3
bx-95ZBEH,"TP-Link USB to Ethernet Adapter (UE306), Foldable USB 3.0 to Gigabit Ethernet LAN Network Adapter, Supports Nintendo Switc...","tv, audio & cameras",All Electronics,4.5,"23,584",23.0,18.0
bx-95ZJON,VIP Feelings Bella Women's Cotton Hipster Panty(Pack of 6),women's clothing,Clothing,3.7,26,8.0,1.2
bx-960Q6E,"Hexafun Women Pastel Coloured 100% Organic Pure Cotton Handkerchief, Multi Colour, Printed, Small Size, Pack of 6",women's clothing,Clothing,4.1,109,10.0,6.7
bx-960QU8,TEC TAVAKKAL RFID Blocking 13 Slot Leather Zipper Credit Card Holder Wallet for Men & Women (Black),accessories,Bags & Luggage,4.4,455,13.0,10.2
bx-9615SI,"Meyaar Silicone Replacement Bands Compatible with Fitbit Versa/Versa 2 / Versa Lite, & for Boat Xtend smartwatch Adjustabl...","tv, audio & cameras",All Electronics,3.5,5,12.0,3.4
bx-9616VF,KIARVI GALLERY Black Dial Designer Combo Magnetic Strep Analog Combo Watch for Girls and Women(Pack of 2),accessories,Watches,,,12.0,5.2
bx-961JK5,"TEMSON School Bag For Student – Backpack For Children, Lightweight School Backpack For Boys Girls Kids(GBT-5099)",accessories,Bags & Luggage,,,12.0,0.5
bx-9624BF,USI UNIVERSAL THE UNBEATABLE Steel Wire/PVC,sports & fitness,Fitness Accessories,,,4.0,0.2
bx-964JW1,"TP-Link 300Mbps 2.4GHz Wireless 3G/4G Portable Router with Access Point/WISP/Router Modes (TL-MR3020), Travel-sized Desig...","tv, audio & cameras",All Electronics,3.9,"7,675",26.0,19.3
bx-964YC4,"Rocksport BAGRORA017 Rain Cover, Medium",accessories,Bags & Luggage,3.9,69,5.0,2.9
bx-966HN0,CHISA MT Magnet Belt Watch for Women's and Girl's (Pack of 1) (Silver),accessories,Watches,,,24.0,0.9
bx-9670V2,Maxell CR2032 Coin Type 3V Lithium Battery (5 Pieces),"tv, audio & cameras",All Electronics,4.1,"1,767",3.0,0.8
bx-967C0X,HIMALAYAN ADVENTURES Rucksack,accessories,Bags & Luggage,,,54.0,44.2
bx-967YHI,Oakter Mini UPS for 12V WiFi Router Broadband Modem | Backup Upto 4 Hours | WiFi Router UPS Power Backup During Power Cuts...,"tv, audio & cameras",All Electronics,4.1,"13,377",42.0,15.1
bx-96910W,"Fendo 3 Fold Umbrella For Men's and Women's | Wind And RainProof Umbrella - 3 Fold With Auto Open And Close (Black/Silver,...",accessories,Bags & Luggage,3.7,728,22.0,14.3
bx-969TUN,RS Polyester 3D Printed School Tiffin Bag/Lunch Bag for Girls (Pink),accessories,Bags & Luggage,4.2,737,12.0,0.2
bx-96B4IK,Rock Paper Scissors Premium Gym wear/Active Wear Tights Strechable Leggings Yoga Pants Dri Fit Gym Tight,women's clothing,Clothing,4.1,640,22.0,11.5
bx-96C5C8,Ismartly Store Latest Arrival M2 Led Pink Band Digital Display Wrist Watch for Boys & Girls,accessories,Watches,1.0,2,7.0,1.8
bx-96C8LQ,NEUTRON Quartz Analog Black Color Dial Women Watch - GW2-G342 (Pack of 2),accessories,Watches,,,10.0,8.0
